post_id,post_text,rationale_count,annotator_1_label,annotator_1_target,annotator_2_label,annotator_2_target,annotator_3_label,annotator_3_target,label
1178836154172375040_twitter,and said hail king of the jews and they smote him with their hands john <number> <number> faith bible god,0,normal,,normal,,normal,,normal
21239467_gab,rate my golf game i am around <number> and gay this is my golf club bitch fuck you,0,offensive,"Homosexual, Women",hatespeech,Homosexual,normal,Homosexual,offensive
5001577_gab,me borrow many wampum from white man buy many teepee,0,offensive,Indigenous,hatespeech,,normal,Other,offensive
1085130085009711104_twitter,excited for dam with bitches,0,normal,,normal,,normal,,normal
1246664039872319488_twitter,i been a bad bitch,0,normal,,normal,Women,normal,,normal
24845241_gab,not all women are femnazis i was explaining that jews consider themselves a different race,0,normal,,hatespeech,Women,offensive,Jewish,normal
10040607_gab,recordbreakerr recordbreakerrrrrrrrrrrrrr5 hours ago this was a racist killing against a defenseless white woman the shooter was a somalian muzzie mandingo rapefugee who only got hired because of the affirmative action ﻿,3,offensive,Islam,hatespeech,"Refugee, Islam",hatespeech,"African, Islam",hatespeech
25662211_gab,oh yes malaysia one of the moslem invaded county they say are peaceful iv been there many times and if you say the wrong words outside the city they will drag you by the feet behind a truck until your skin melts,0,normal,,normal,,normal,,normal
1178472855966756864_twitter,faggots in my mcdonalds parking lot,2,offensive,Homosexual,normal,,offensive,Homosexual,offensive
21542607_gab,now you are just a stupid cuck with your gay ass optics and asian gf linking daily stormer tho that weird cuz ur a gay ass optics cuck,2,hatespeech,"Homosexual, Asian",offensive,Homosexual,offensive,"Homosexual, Asian",offensive
16139700_gab,all sand n-word,2,hatespeech,Arab,hatespeech,"African, Arab, Refugee",offensive,Arab,hatespeech
16705606_gab,in fact i can not find anything fuzzy or warm about my dutch ness we are a pretty dour people always having to stick our fingers in dykes while wearing wooden shoes does that to you,0,normal,,normal,,offensive,"Women, Homosexual",normal
1178609040341049345_twitter,lil white ass never wants to go home,0,normal,,normal,Caucasian,normal,,normal
22031871_gab,brits still calling mudslimes asians,3,hatespeech,Islam,offensive,Islam,hatespeech,"Asian, Islam",hatespeech
25022755_gab,holy shit these people are the biggest kike faggots i have ever fucking seen how does this man keep his cool with all these aids babies in his face,3,hatespeech,"Jewish, Homosexual",hatespeech,"Jewish, Homosexual",hatespeech,Jewish,hatespeech
26824865_gab,duterte said he would sort out brighton you gotta get the best to do the job do not care if you are chink paki n-word can you do the task,3,offensive,Asian,offensive,Asian,hatespeech,"Asian, African, Islam",offensive
1179099136349626368_twitter,dorothy a dirty slut,3,offensive,Women,offensive,Women,offensive,Women,offensive
2097350_gab,i felt like i was needing a bit of a boost so i looked at a few more compilations of the retarded anti trump brigade they always bring a smile nevertrump sjw have such sweet and salty tears no logic just tears,2,normal,,offensive,,offensive,,offensive
1179014561917280259_twitter,she also asked if i find them attractive and bitch i choked and was like uf yeah damn omg yes yeah my fangirl jumped out at that moment and she didnt understand and was like they all look the same yes ofc karen,0,normal,,normal,,normal,,normal
1179095080663207936_twitter,savannah has no plugs it sad 😔 ima have to take over this lil hillbilly city,3,offensive,Economic,offensive,Caucasian,offensive,Caucasian,offensive
1079526566156070912_twitter,i detest racialism because i regard it as a barbaric thing whether it comes from a black man or a white man nelson mandela,0,normal,,normal,"African, Hispanic",normal,,normal
15447888_gab,what a n-word,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
18982448_gab,no worries lol i am so bad at math i did not even read the chart i just looked at the conclusion was like my ghetto math skills of <number> <number> of a few million that ain t right p,2,normal,,offensive,Other,offensive,"African, None",offensive
18197201_gab,this is typical of so many uk schools full of blacks and asians,0,normal,"African, Asian",offensive,"African, Asian",hatespeech,"African, Asian",normal
4376210_gab,an interesting study could be made of the difference between jews who are more or less professional leftists and whiteskin leftists particularly in their mentation over time my theory is whiteskins are less able to handle lying as permanent mo than jews,2,hatespeech,Jewish,hatespeech,Jewish,hatespeech,"Caucasian, Jewish",hatespeech
11152154_gab,queers dykes trannies run that town it was a fun place to hang out back in the <number> no longer hope the forecast big one gets it,0,normal,,normal,,normal,Homosexual,normal
12205118_gab,there no way this actually happened if he did get raped it was probably by some african or arab for sexual emergency reasons and then he made up the story of a badgoy nazi doing it,2,hatespeech,"African, Arab",offensive,"African, Arab",offensive,"African, Arab",offensive
1122355392837611520_twitter,got into a fight at work w a dumb ass n-word and he tried stabbing me with his pussy ass,0,normal,,normal,African,normal,,normal
1184640429733474304_twitter,asap rocky talkin bout how he been a sex addict since junior high n-word join the club,0,normal,,normal,,normal,,normal
22583088_gab,we should pay for women to have them any white slut knocked up by a n-word spic mud negresses should be paid triple,0,normal,,offensive,"African, Hispanic",hatespeech,"African, Arab, Caucasian, Hispanic, Women",normal
1179093240433250307_twitter,i wonder do she kno her gf a super duper slut,3,offensive,Women,offensive,Women,offensive,Women,offensive
1178755414566916096_twitter,whoever rtd that yuta opening a dyke salon tweet onto my timeline just know op is actually lesbophobic lol,3,offensive,Homosexual,offensive,Homosexual,offensive,Homosexual,offensive
1215724609640783877_twitter,vietnamexolapologizetosechan their privacy has been violated the passport is spread because of a whore i hate you,2,offensive,Women,hatespeech,Women,offensive,,offensive
1178798868508659714_twitter,white washed asians are so stuck up and rude fuck you ching chong china lady,3,hatespeech,Asian,hatespeech,Asian,hatespeech,Asian,hatespeech
26212911_gab,jew on a stick now kike in a bag whatever will they think of next,2,hatespeech,Jewish,normal,,hatespeech,Jewish,hatespeech
17046888_gab,agreed if both sides want legit compromise this is it daca has education participation and clean criminal record requirements daca immigrants seem more likely to become productive members of society if keeping them enables limiting drug smuggler and terrorist infiltration that a win,0,normal,Refugee,normal,Refugee,normal,,normal
18971841_gab,ill tell you for sure that these cunts dont and neither do you im about <percent> sure youre a kike who is pretending to be kurdish so he can spread pro zionist opinions among kurds who israel relies on to disrupt muh shia crescent,3,hatespeech,"Women, Minority, Refugee, Caucasian, Jewish, Heterosexual",offensive,Jewish,hatespeech,Jewish,hatespeech
10348812_gab,if the illegal immigrant is a supposed doctor why is he leaving his own country why cant he finance himself properly if he wants to take up his practice why isnt he applying legally,0,normal,Refugee,offensive,Refugee,hatespeech,Refugee,normal
15453243_gab,sung to the tune of the communist globalist hippy anthem imagine you may say that i am a beaner but i am not the only juan i hope someday you will join us and the world will be as juan,3,hatespeech,Hispanic,hatespeech,Hispanic,hatespeech,Hispanic,hatespeech
27942516_gab,purple haired dyke fascism please stop this meme,2,offensive,Homosexual,offensive,,normal,,offensive
23070526_gab,they had to make her white so it does not look like a muzzie did the crime,3,hatespeech,"Arab, Islam",hatespeech,Islam,hatespeech,Islam,hatespeech
1110023098869399553_twitter,where is the bag of money n-word where is the bag of money,2,hatespeech,African,normal,,hatespeech,African,hatespeech
21043320_gab,un double standard we did not see tears when more than 3 k kids in west aleppo were slaughtered in cold blood by jihadi rebels and buried without un propaganda sheets,0,normal,Other,offensive,Islam,normal,Arab,normal
3053837_gab,it started with dank memes until normies realized these memes are not just dank but true now they got some genuine kike hating nazis on there hands <number> <number> rahowa speakfreely gabfam,2,offensive,Jewish,hatespeech,Jewish,offensive,Other,offensive
8571782_gab,training rocky style to scare some loser inbred muzzie ass hamad an,3,offensive,Islam,hatespeech,Islam,hatespeech,Islam,hatespeech
15735838_gab,✝ ️ dear jesus lord in heaven our savior please dear loving heavenly father and son of the one true christian god ✝ ️ please answer my prayer jesus please have the white nonsense roundup group create a gab acct dear jesus all loving savior please lead these morbidly obese retarded mudsharks to me 😇,0,offensive,"African, Women, Other",hatespeech,"African, Caucasian, Christian, Other",normal,Other,offensive
